Site ID,Screening Flag,Field Sample ID,Location ID,Sample Date,Parameter Name,Report Result,Report Units,Lab Qualifier,Detected,Sample Matrix,Sample Purpose,Sample Type,Sample Time,Sample Usage Code,Latitude (Decimal),Longitude (Decimal),Filtered,Field Sample Comments,Lab Matrix,COC #,Lab Method,Report Detection Limit,% Moisture,AirNET Background Exclusion Flag,Analysis Date,Analysis Deferred,Analysis Lot ID,Analysis Run #,Analysis Subcontracted,Analysis Suite Code,Analysis Time,Analysis Type Code,Analytical Group Name,Background Comparison Class Code,Basis,Best Value,Best Value Status Code,Blank Correction,Calibration Reference ID,Composite,Composite Description,Composite Field Sample ID,Composite Type Code,Confidential,Count Duration,Count Duration Units,Critical Level (Lc),Data Steward Code,Dilution Factor,Easting,Error/Uncertainty,Estimated Detection Limit,Excavated,Expected Value,Field Filtered,Field Preparation Code,Field Sample Record Source ID,Field Sample Result Record #,Field Sample Result Record Source ID,Final Leachate pH,Full Width Half Max (FWHM),Holding Time Release Date,Initial Leachate Amount,Initial Leachate Amount Units,Initial Leachate pH,Initial Prep Amount,Initial Prep Amount Units,Instrument Detection Limit,Instrument ID,Intellus Holding Flag,Intellus Release Date,Lab Blank Sample ID,Lab Detection Limit,Lab ID,Lab Parameter Name,Lab QC Reporting Option,Lab Receipt Date,Lab Report Approved by,Lab Report Date,Lab Reporting Limit Type,Lab Result,Lab Sample ID,Lab Uncertainty,Lab Units,Last Modified Date,Leachate Extraction Fluid,Leachate Lot ID,Leachate Volume,Leachate Volume Units,Leached,Leached Date,Leached Time,Leaching Method,Location Alias,Manually Validated By,Manually Validated Date,Method Category,Method Detection Limit,Minimum Detectable Activity,Northing,Original Lab Result,Parameter Category,Parameter Code,Parameter List Modified,Phase,Port Sequence #,Preparation Basis,Preparation Date,Preparation Method,Preparation Time,Primary or Confirmatory,Project #,PRS ID,QC Batch Sequence #,Quarter,Raw Lab Result,Raw Lab Result Units,Redox Conditions Qualifier,Redox Conditions Release Date,Reducing Conditions Holding Time Flag,Released for Analysis Date,Report Estimated Detection Limit,Report Instrument Detection Limit,Report Method Detection Limit,Report Minimum Detectable Activity,Report Uncertainty,Result Type,Retention Time,Round #,Rush Turnaround Time,Sample Delivery Group (SDG),Sample Depth Units,Sample End Depth,Sample Name,Sample Prep Lot ID,Sample QC Status Code,Sample Requestor,Sample Result Comments,Sample Retrieval Date,Sample Retrieval Time,Sample Start Depth,Samplers,Sampling Company,Sampling Event,Sampling Event End Date,Sampling Event End Time,Sampling Method,Sampling Plan ID,Sampling Program,Source Filename,Standard Reference Material,Subcontracted Lab ID,Task,Third Party Landowner Holding Time Flag,Unadjusted Lab Report Limit,Unadjusted Method Detection Limit,Uncertainty Type Code,Unknown Port,Uploaded Date,Usable,Validated by,Validated Date,Validation Level Code,Validation Qualifier,Validation Reason Codes,Validation Set Type Code,Validation Status Code,Vintage Code,Visual Inspection,Voided Sample Reason Code,Web Publish Date,Work Order #,WTR Source Flow
"N3B","N","CASA-25-338773","SWA-2-4","10-24-2024","4,8-Dioxa-3H-perfluorononanoic Acid","2.20","ng/L","U","N","W","FB","WG","11:45","QC","35.874560900000","-106.312523600000","N",,"W","N3B-2025-260","EPA:1633","6.59","100",,"11-06-2024","Y","2700612",,,,"18:20","INIT","EPA:1633_PFAS_40a",,"N","Y",,,,"N",,,,,,,,,"1.00","1621894.016",,,"N",,,"UF",,"18322931",,,,,,,,,,,,,,"1205909913","6.59","GELC","4,8-Dioxa-3H-perfluorononanoic acid (DONA)","Standard","10-29-2024",,"11-26-2024",,"2.20","692469006",,"ng/L","03-11-2025 09:10:39",,,,,"N",,,,"SCPZ-4",,,"LCMS/MS","2.20",,"1773610.711","2.20","ORGANIC","919005-14-4",,,,,"11-06-2024","EPA:1633","11:25",,,,,,"0.000","ng/L",,,,,,,"2.20",,,"TRG","NA",,"N","692469",,,,"2700604",,,,,,,,,"SWA-2-4 Oct MY25 Q1",,,"DC","16499","ASER-Watershed","N3B-2025-260.txt",,,,,,,,,"11-26-2024 15:03:58","Y","hwestbrook","11-26-2024 11:54:00","V2","U","U_LAB",,"VAL",,,,"11-26-2024",,
"N3B","N","CASA-25-340617","SWA-2-4","10-24-2024","Perfluoro(2-ethoxyethane)sulphonic acid","1.06","ng/L","U","N","W","REG","WG","11:45","INV","35.874560900000","-106.312523600000","N",,"W","N3B-2025-260","EPA:1633","3.19","100",,"11-08-2024","Y","2701662",,,,"18:06","INIT","EPA:1633_PFAS_40a",,"N","Y",,,,"N",,,,,,,,,"1.00","1621894.016",,,"N",,,"UF",,"18323052",,,,,,,,,,,,,,"1205911855","3.19","GELC","Perfluoro(2-ethoxyethane)sulfonic acid (PFEESA)","Standard","10-29-2024",,"11-26-2024",,"1.06","692469012",,"ng/L","03-11-2025 09:10:39",,,,,"N",,,,"SCPZ-4",,,"LCMS/MS","1.06",,"1773610.711","1.06","ORGANIC","113507-82-7",,,,,"11-08-2024","EPA:1633","07:06",,,,,,"0.000","ng/L",,,,,,,"1.06",,,"TRG","NA",,"N","692469","ft","5.5",,"2701659",,,,,,"3",,,"SWA-2-4 Oct MY25 Q1",,,"PP","16499","ASER-Watershed","N3B-2025-260.txt",,,,,,,,,"11-26-2024 15:03:58","Y","hwestbrook","11-26-2024 11:54:00","V2","U","U_LAB",,"VAL",,,,"11-26-2024",,
"N3B","N","CASA-25-340617","SWA-2-4","10-24-2024","Hexafluoropropylene oxide dimer acid GenX","2.39","ng/L","U","N","W","REG","WG","11:45","INV","35.874560900000","-106.312523600000","N",,"W","N3B-2025-260","EPA:1633","7.16","100",,"11-08-2024","Y","2701662",,,,"18:06","INIT","EPA:1633_PFAS_40a",,"N","Y",,,,"N",,,,,,,,,"1.00","1621894.016",,,"N",,,"UF",,"18323053",,,,,,,,,,,,,,"1205911855","7.16","GELC","Hexafluoropropylene oxide dimer acid GenX","Standard","10-29-2024",,"11-26-2024",,"2.39","692469012",,"ng/L","03-11-2025 09:10:39",,,,,"N",,,,"SCPZ-4",,,"LCMS/MS","2.39",,"1773610.711","2.39","ORGANIC","13252-13-6",,,,,"11-08-2024","EPA:1633","07:06",,,,,,"0.000","ng/L",,,,,,,"2.39",,,"TRG","NA",,"N","692469","ft","5.5",,"2701659",,,,,,"3",,,"SWA-2-4 Oct MY25 Q1",,,"PP","16499","ASER-Watershed","N3B-2025-260.txt",,,,,,,,,"11-26-2024 15:03:58","Y","hwestbrook","11-26-2024 11:54:00","V2","U","U_LAB",,"VAL",,,,"11-26-2024",,
"N3B","N","CASA-25-340617","SWA-2-4","10-24-2024","Nonafluoro-3,6-dioxaheptanoic acid","1.19","ng/L","U","N","W","REG","WG","11:45","INV","35.874560900000","-106.312523600000","N",,"W","N3B-2025-260","EPA:1633","3.58","100",,"11-08-2024","Y","2701662",,,,"18:06","INIT","EPA:1633_PFAS_40a",,"N","Y",,,,"N",,,,,,,,,"1.00","1621894.016",,,"N",,,"UF",,"18323054",,,,,,,,,,,,,,"1205911855","3.58","GELC","Nonafluoro-3,6-dioxaheptanoic acid (NFDHA)","Standard","10-29-2024",,"11-26-2024",,"1.19","692469012",,"ng/L","03-11-2025 09:10:39",,,,,"N",,,,"SCPZ-4",,,"LCMS/MS","1.19",,"1773610.711","1.19","ORGANIC","151772-58-6",,,,,"11-08-2024","EPA:1633","07:06",,,,,,"0.000","ng/L",,,,,,,"1.19",,,"TRG","NA",,"N","692469","ft","5.5",,"2701659",,,,,,"3",,,"SWA-2-4 Oct MY25 Q1",,,"PP","16499","ASER-Watershed","N3B-2025-260.txt",,,,,,,,,"11-26-2024 15:03:58","Y","hwestbrook","11-26-2024 11:54:00","V2","U","U_LAB",,"VAL",,,,"11-26-2024",,
"N3B","N","CASA-25-340617","SWA-2-4","10-24-2024","Ethyl perfluorooctane sulfonamidoethanol[N-]","5.97","ng/L","U","N","W","REG","WG","11:45","INV","35.874560900000","-106.312523600000","N",,"W","N3B-2025-260","EPA:1633","17.9","100",,"11-08-2024","Y","2701662",,,,"18:06","INIT","EPA:1633_PFAS_40a",,"N","Y",,,,"N",,,,,,,,,"1.00","1621894.016",,,"N",,,"UF",,"18323055",,,,,,,,,,,,,,"1205911855","17.9","GELC","2-(N-ethylperfluoro-1-octanesulfonamido)-ethanol (N-EtFOSE)","Standard","10-29-2024",,"11-26-2024",,"5.97","692469012",,"ng/L","03-11-2025 09:10:39",,,,,"N",,,,"SCPZ-4",,,"LCMS/MS","5.97",,"1773610.711","5.97","ORGANIC","1691-99-2",,,,,"11-08-2024","EPA:1633","07:06",,,,,,"0.000","ng/L",,,,,,,"5.97",,,"TRG","NA",,"N","692469","ft","5.5",,"2701659",,,,,,"3",,,"SWA-2-4 Oct MY25 Q1",,,"PP","16499","ASER-Watershed","N3B-2025-260.txt",,,,,,,,,"11-26-2024 15:03:58","Y","hwestbrook","11-26-2024 11:54:00","V2","U","U_LAB",,"VAL",,,,"11-26-2024",,
"N3B","N","CASA-25-338773","SWA-2-4","10-24-2024","Perfluorodecane sulfonate","0.561","ng/L","U","N","W","FB","WG","11:45","QC","35.874560900000","-106.312523600000","N",,"W","N3B-2025-260","EPA:1633","1.68","100",,"11-06-2024","Y","2700612",,,,"18:20","INIT","EPA:1633_PFAS_40a",,"N","Y",,,,"N",,,,,,,,,"1.00","1621894.016",,,"N",,,"UF",,"18322913",,,,,,,,,,,,,,"1205909913","1.68","GELC","Perfluorodecane sulfonic acid (PFDS)","Standard","10-29-2024",,"11-26-2024",,"0.561","692469006",,"ng/L","03-11-2025 09:10:39",,,,,"N",,,,"SCPZ-4",,,"LCMS/MS","0.561",,"1773610.711","0.561","ORGANIC","335-77-3",,,,,"11-06-2024","EPA:1633","11:25",,,,,,"0.000","ng/L",,,,,,,"0.561",,,"TRG","NA",,"N","692469",,,,"2700604",,,,,,,,,"SWA-2-4 Oct MY25 Q1",,,"DC","16499","ASER-Watershed","N3B-2025-260.txt",,,,,,,,,"11-26-2024 15:03:58","Y","hwestbrook","11-26-2024 11:54:00","V2","U","U_LAB",,"VAL",,,,"11-26-2024",,
"N3B","N","CASA-25-338773","SWA-2-4","10-24-2024","Perfluorohexanesulfonic acid","0.531","ng/L","U","N","W","FB","WG","11:45","QC","35.874560900000","-106.312523600000","N",,"W","N3B-2025-260","EPA:1633","1.59","100",,"11-06-2024","Y","2700612",,,,"18:20","INIT","EPA:1633_PFAS_40a",,"N","Y",,,,"N",,,,,,,,,"1.00","1621894.016",,,"N",,,"UF",,"18322914",,,,,,,,,,,,,,"1205909913","1.59","GELC","Perfluorohexane sulfonic acid (PFHxS)","Standard","10-29-2024",,"11-26-2024",,"0.531","692469006",,"ng/L","03-11-2025 09:10:39",,,,,"N",,,,"SCPZ-4",,,"LCMS/MS","0.531",,"1773610.711","0.531","ORGANIC","355-46-4",,,,,"11-06-2024","EPA:1633","11:25",,,,,,"0.000","ng/L",,,,,,,"0.531",,,"TRG","NA",,"N","692469",,,,"2700604",,,,,,,,,"SWA-2-4 Oct MY25 Q1",,,"DC","16499","ASER-Watershed","N3B-2025-260.txt",,,,,,,,,"11-26-2024 15:03:58","Y","hwestbrook","11-26-2024 11:54:00","V2","U","U_LAB",,"VAL",,,,"11-26-2024",,
"N3B","N","CASA-25-340618","SWA-2-6","10-24-2024","9-Chlorohexadecafluoro-3-oxanonane-1-sulfonic acid","2.17","ng/L","U","N","W","REG","WG","11:06","INV","35.874748600000","-106.312434100000","N",,"W","N3B-2025-260","EPA:1633","6.52","100",,"11-08-2024","Y","2701662",,,,"18:39","INIT","EPA:1633_PFAS_40a",,"N","Y",,,,"N",,,,,,,,,"1.00","1621920.571",,,"N",,,"UF",,"18323124",,,,,,,,,,,,,,"1205911855","6.52","GELC","9-Chlorohexadecafluoro-3-oxanonane-1-sulfonic acid","Standard","10-29-2024",,"11-26-2024",,"2.17","692469013",,"ng/L","03-11-2025 09:10:39",,,,,"N",,,,"SWA-2",,,"LCMS/MS","2.17",,"1773679.027","2.17","ORGANIC","756426-58-1",,,,,"11-08-2024","EPA:1633","07:06",,,,,,"0.000","ng/L",,,,,,,"2.17",,,"TRG","NA",,"N","692469","ft","5.62",,"2701659",,,,,,"3.12",,,"SWA-2-6 Oct MY25 Q1",,,"PP","16499","ASER-Watershed","N3B-2025-260.txt",,,,,,,,,"11-26-2024 15:03:58","Y","hwestbrook","11-26-2024 11:54:00","V2","U","U_LAB",,"VAL",,,,"11-26-2024",,
"N3B","N","CASA-25-340618","SWA-2-6","10-24-2024","1H, 1H, 2H, 2H-Perfluorohexanesulfonic acid","2.18","ng/L","U","N","W","REG","WG","11:06","INV","35.874748600000","-106.312434100000","N",,"W","N3B-2025-260","EPA:1633","6.54","100",,"11-08-2024","Y","2701662",,,,"18:39","INIT","EPA:1633_PFAS_40a",,"N","Y",,,,"N",,,,,,,,,"1.00","1621920.571",,,"N",,,"UF",,"18323125",,,,,,,,,,,,,,"1205911855","6.54","GELC","1H, 1H, 2H, 2H-Perfluorohexane sulfonic acid (4:2 FTS)","Standard","10-29-2024",,"11-26-2024",,"2.18","692469013",,"ng/L","03-11-2025 09:10:39",,,,,"N",,,,"SWA-2",,,"LCMS/MS","2.18",,"1773679.027","2.18","ORGANIC","757124-72-4",,,,,"11-08-2024","EPA:1633","07:06",,,,,,"0.000","ng/L",,,,,,,"2.18",,,"TRG","NA",,"N","692469","ft","5.62",,"2701659",,,,,,"3.12",,,"SWA-2-6 Oct MY25 Q1",,,"PP","16499","ASER-Watershed","N3B-2025-260.txt",,,,,,,,,"11-26-2024 15:03:58","Y","hwestbrook","11-26-2024 11:54:00","V2","U","U_LAB",,"VAL",,,,"11-26-2024",,
"N3B","N","CASA-25-340618","SWA-2-6","10-24-2024","11-Chloroeicosafluoro-3-oxaundecane-1-sulfonic acid","2.20","ng/L","U","N","W","REG","WG","11:06","INV","35.874748600000","-106.312434100000","N",,"W","N3B-2025-260","EPA:1633","6.59","100",,"11-08-2024","Y","2701662",,,,"18:39","INIT","EPA:1633_PFAS_40a",,"N","Y",,,,"N",,,,,,,,,"1.00","1621920.571",,,"N",,,"UF",,"18323126",,,,,,,,,,,,,,"1205911855","6.59","GELC","11-Chloroeicosafluoro-3-oxaundecane-1-sulfonic acid","Standard","10-29-2024",,"11-26-2024",,"2.20","692469013",,"ng/L","03-11-2025 09:10:39",,,,,"N",,,,"SWA-2",,,"LCMS/MS","2.20",,"1773679.027","2.20","ORGANIC","763051-92-9",,,,,"11-08-2024","EPA:1633","07:06",,,,,,"0.000","ng/L",,,,,,,"2.20",,,"TRG","NA",,"N","692469","ft","5.62",,"2701659",,,,,,"3.12",,,"SWA-2-6 Oct MY25 Q1",,,"PP","16499","ASER-Watershed","N3B-2025-260.txt",,,,,,,,,"11-26-2024 15:03:58","Y","hwestbrook","11-26-2024 11:54:00","V2","U","U_LAB",,"VAL",,,,"11-26-2024",,
"N3B","N","CASA-25-340618","SWA-2-6","10-24-2024","Perfluorododecanesulfonic acid","0.564","ng/L","U","N","W","REG","WG","11:06","INV","35.874748600000","-106.312434100000","N",,"W","N3B-2025-260","EPA:1633","1.69","100",,"11-08-2024","Y","2701662",,,,"18:39","INIT","EPA:1633_PFAS_40a",,"N","Y",,,,"N",,,,,,,,,"1.00","1621920.571",,,"N",,,"UF",,"18323127",,,,,,,,,,,,,,"1205911855","1.69","GELC","Perfluorododecane sulfonic acid (PFDoS)","Standard","10-29-2024",,"11-26-2024",,"0.564","692469013",,"ng/L","03-11-2025 09:10:39",,,,,"N",,,,"SWA-2",,,"LCMS/MS","0.564",,"1773679.027","0.564","ORGANIC","79780-39-5",,,,,"11-08-2024","EPA:1633","07:06",,,,,,"0.000","ng/L",,,,,,,"0.564",,,"TRG","NA",,"N","692469","ft","5.62",,"2701659",,,,,,"3.12",,,"SWA-2-6 Oct MY25 Q1",,,"PP","16499","ASER-Watershed","N3B-2025-260.txt",,,,,,,,,"11-26-2024 15:03:58","Y","hwestbrook","11-26-2024 11:54:00","V2","UJ","PE12e",,"VAL",,,,"11-26-2024",,
"N3B","N","CASA-25-340618","SWA-2-6","10-24-2024","3-Perfluoroheptyl propanoic acid","11.6","ng/L","U","N","W","REG","WG","11:06","INV","35.874748600000","-106.312434100000","N",,"W","N3B-2025-260","EPA:1633","34.9","100",,"11-08-2024","Y","2701662",,,,"18:39","INIT","EPA:1633_PFAS_40a",,"N","Y",,,,"N",,,,,,,,,"1.00","1621920.571",,,"N",,,"UF",,"18323128",,,,,,,,,,,,,,"1205911855","34.9","GELC","3-Perfluoroheptyl propanoic acid (FHpPA)","Standard","10-29-2024",,"11-26-2024",,"11.6","692469013",,"ng/L","03-11-2025 09:10:39",,,,,"N",,,,"SWA-2",,,"LCMS/MS","11.6",,"1773679.027","11.6","ORGANIC","812-70-4",,,,,"11-08-2024","EPA:1633","07:06",,,,,,"0.000","ng/L",,,,,,,"11.6",,,"TRG","NA",,"N","692469","ft","5.62",,"2701659",,,,,,"3.12",,,"SWA-2-6 Oct MY25 Q1",,,"PP","16499","ASER-Watershed","N3B-2025-260.txt",,,,,,,,,"11-26-2024 15:03:58","Y","hwestbrook","11-26-2024 11:54:00","V2","U","U_LAB",,"VAL",,,,"11-26-2024",,
"N3B","N","CASA-25-340618","SWA-2-6","10-24-2024","Perfluoro-4-methoxybutanoic acid","1.16","ng/L","U","N","W","REG","WG","11:06","INV","35.874748600000","-106.312434100000","N",,"W","N3B-2025-260","EPA:1633","3.49","100",,"11-08-2024","Y","2701662",,,,"18:39","INIT","EPA:1633_PFAS_40a",,"N","Y",,,,"N",,,,,,,,,"1.00","1621920.571",,,"N",,,"UF",,"18323129",,,,,,,,,,,,,,"1205911855","3.49","GELC","Perfluoro-4-methoxybutanic acid (PFMOBA)","Standard","10-29-2024",,"11-26-2024",,"1.16","692469013",,"ng/L","03-11-2025 09:10:39",,,,,"N",,,,"SWA-2",,,"LCMS/MS","1.16",,"1773679.027","1.16","ORGANIC","863090-89-5",,,,,"11-08-2024","EPA:1633","07:06",,,,,,"0.000","ng/L",,,,,,,"1.16",,,"TRG","NA",,"N","692469","ft","5.62",,"2701659",,,,,,"3.12",,,"SWA-2-6 Oct MY25 Q1",,,"PP","16499","ASER-Watershed","N3B-2025-260.txt",,,,,,,,,"11-26-2024 15:03:58","Y","hwestbrook","11-26-2024 11:54:00","V2","U","U_LAB",,"VAL",,,,"11-26-2024",,
"N3B","N","CASA-25-340618","SWA-2-6","10-24-2024","3-Perfluoropentyl propanoic acid","11.6","ng/L","U","N","W","REG","WG","11:06","INV","35.874748600000","-106.312434100000","N",,"W","N3B-2025-260","EPA:1633","34.9","100",,"11-08-2024","Y","2701662",,,,"18:39","INIT","EPA:1633_PFAS_40a",,"N","Y",,,,"N",,,,,,,,,"1.00","1621920.571",,,"N",,,"UF",,"18323130",,,,,,,,,,,,,,"1205911855","34.9","GELC","3-Perfluoropentyl propanoic acid (FPePA)","Standard","10-29-2024",,"11-26-2024",,"11.6","692469013",,"ng/L","03-11-2025 09:10:39",,,,,"N",,,,"SWA-2",,,"LCMS/MS","11.6",,"1773679.027","11.6","ORGANIC","914637-49-3",,,,,"11-08-2024","EPA:1633","07:06",,,,,,"139","ng/L",,,,,,,"11.6",,,"TRG","NA",,"N","692469","ft","5.62",,"2701659",,,,,,"3.12",,,"SWA-2-6 Oct MY25 Q1",,,"PP","16499","ASER-Watershed","N3B-2025-260.txt",,,,,,,,,"11-26-2024 15:03:58","Y","hwestbrook","11-26-2024 11:54:00","V2","U","U_LAB",,"VAL",,,,"11-26-2024",,
"N3B","N","CASA-25-340618","SWA-2-6","10-24-2024","4,8-Dioxa-3H-perfluorononanoic Acid","2.20","ng/L","U","N","W","REG","WG","11:06","INV","35.874748600000","-106.312434100000","N",,"W","N3B-2025-260","EPA:1633","6.59","100",,"11-08-2024","Y","2701662",,,,"18:39","INIT","EPA:1633_PFAS_40a",,"N","Y",,,,"N",,,,,,,,,"1.00","1621920.571",,,"N",,,"UF",,"18323131",,,,,,,,,,,,,,"1205911855","6.59","GELC","4,8-Dioxa-3H-perfluorononanoic acid (DONA)","Standard","10-29-2024",,"11-26-2024",,"2.20","692469013",,"ng/L","03-11-2025 09:10:39",,,,,"N",,,,"SWA-2",,,"LCMS/MS","2.20",,"1773679.027","2.20","ORGANIC","919005-14-4",,,,,"11-08-2024","EPA:1633","07:06",,,,,,"0.000","ng/L",,,,,,,"2.20",,,"TRG","NA",,"N","692469","ft","5.62",,"2701659",,,,,,"3.12",,,"SWA-2-6 Oct MY25 Q1",,,"PP","16499","ASER-Watershed","N3B-2025-260.txt",,,,,,,,,"11-26-2024 15:03:58","Y","hwestbrook","11-26-2024 11:54:00","V2","U","U_LAB",,"VAL",,,,"11-26-2024",,
"N3B","N","CASA-25-340618","SWA-2-6","10-24-2024","Perfluorodecane sulfonate","0.561","ng/L","U","N","W","REG","WG","11:06","INV","35.874748600000","-106.312434100000","N",,"W","N3B-2025-260","EPA:1633","1.68","100",,"11-08-2024","Y","2701662",,,,"18:39","INIT","EPA:1633_PFAS_40a",,"N","Y",,,,"N",,,,,,,,,"1.00","1621920.571",,,"N",,,"UF",,"18323109",,,,,,,,,,,,,,"1205911855","1.68","GELC","Perfluorodecane sulfonic acid (PFDS)","Standard","10-29-2024",,"11-26-2024",,"0.561","692469013",,"ng/L","03-11-2025 09:10:39",,,,,"N",,,,"SWA-2",,,"LCMS/MS","0.561",,"1773679.027","0.561","ORGANIC","335-77-3",,,,,"11-08-2024","EPA:1633","07:06",,,,,,"0.000","ng/L",,,,,,,"0.561",,,"TRG","NA",,"N","692469","ft","5.62",,"2701659",,,,,,"3.12",,,"SWA-2-6 Oct MY25 Q1",,,"PP","16499","ASER-Watershed","N3B-2025-260.txt",,,,,,,,,"11-26-2024 15:03:58","Y","hwestbrook","11-26-2024 11:54:00","V2","U","U_LAB",,"VAL",,,,"11-26-2024",,
"N3B","N","CASA-25-340618","SWA-2-6","10-24-2024","Perfluorohexanesulfonic acid","9.59","ng/L",,"Y","W","REG","WG","11:06","INV","35.874748600000","-106.312434100000","N",,"W","N3B-2025-260","EPA:1633","1.59","100",,"11-08-2024","Y","2701662",,,,"18:39","INIT","EPA:1633_PFAS_40a",,"N","Y",,,,"N",,,,,,,,,"1.00","1621920.571",,,"N",,,"UF",,"18323110",,,,,,,,,,,,,,"1205911855","1.59","GELC","Perfluorohexane sulfonic acid (PFHxS)","Standard","10-29-2024",,"11-26-2024",,"9.59","692469013",,"ng/L","03-11-2025 09:10:39",,,,,"N",,,,"SWA-2",,,"LCMS/MS","0.531",,"1773679.027","9.59","ORGANIC","355-46-4",,,,,"11-08-2024","EPA:1633","07:06",,,,,,"1100","ng/L",,,,,,,"0.531",,,"TRG","NA",,"N","692469","ft","5.62",,"2701659",,,,,,"3.12",,,"SWA-2-6 Oct MY25 Q1",,,"PP","16499","ASER-Watershed","N3B-2025-260.txt",,,,,,,,,"11-26-2024 15:03:58","Y","hwestbrook","11-26-2024 11:54:00","V2","NQ","NQ",,"VAL",,,,"11-26-2024",,
"N3B","N","CASA-25-340618","SWA-2-6","10-24-2024","3-Perfluoropropyl propanoic acid","2.32","ng/L","U","N","W","REG","WG","11:06","INV","35.874748600000","-106.312434100000","N",,"W","N3B-2025-260","EPA:1633","6.97","100",,"11-08-2024","Y","2701662",,,,"18:39","INIT","EPA:1633_PFAS_40a",,"N","Y",,,,"N",,,,,,,,,"1.00","1621920.571",,,"N",,,"UF",,"18323111",,,,,,,,,,,,,,"1205911855","6.97","GELC","3-Perfluoropropyl propanoic acid (FPrPA)","Standard","10-29-2024",,"11-26-2024",,"2.32","692469013",,"ng/L","03-11-2025 09:10:39",,,,,"N",,,,"SWA-2",,,"LCMS/MS","2.32",,"1773679.027","2.32","ORGANIC","356-02-5",,,,,"11-08-2024","EPA:1633","07:06",,,,,,"0.000","ng/L",,,,,,,"2.32",,,"TRG","NA",,"N","692469","ft","5.62",,"2701659",,,,,,"3.12",,,"SWA-2-6 Oct MY25 Q1",,,"PP","16499","ASER-Watershed","N3B-2025-260.txt",,,,,,,,,"11-26-2024 15:03:58","Y","hwestbrook","11-26-2024 11:54:00","V2","U","U_LAB",,"VAL",,,,"11-26-2024",,
"N3B","N","CASA-25-340618","SWA-2-6","10-24-2024","Perfluorobutanoic acid","7.27","ng/L",,"Y","W","REG","WG","11:06","INV","35.874748600000","-106.312434100000","N",,"W","N3B-2025-260","EPA:1633","6.97","100",,"11-08-2024","Y","2701662",,,,"18:39","INIT","EPA:1633_PFAS_40a",,"N","Y",,,,"N",,,,,,,,,"1.00","1621920.571",,,"N",,,"UF",,"18323112",,,,,,,,,,,,,,"1205911855","6.97","GELC","Perfluorobutyric acid (PFBA)","Standard","10-29-2024",,"11-26-2024",,"7.27","692469013",,"ng/L","03-11-2025 09:10:39",,,,,"N",,,,"SWA-2",,,"LCMS/MS","2.32",,"1773679.027","7.27","ORGANIC","375-22-4",,,,,"11-08-2024","EPA:1633","07:06",,,,,,"834","ng/L",,,,,,,"2.32",,,"TRG","NA",,"N","692469","ft","5.62",,"2701659",,,,,,"3.12",,,"SWA-2-6 Oct MY25 Q1",,,"PP","16499","ASER-Watershed","N3B-2025-260.txt",,,,,,,,,"11-26-2024 15:03:58","Y","hwestbrook","11-26-2024 11:54:00","V2","J","PE10fa",,"VAL",,,,"11-26-2024",,
"N3B","N","CASA-25-340618","SWA-2-6","10-24-2024","Perfluorobutanesulfonic acid","2.76","ng/L",,"Y","W","REG","WG","11:06","INV","35.874748600000","-106.312434100000","N",,"W","N3B-2025-260","EPA:1633","1.55","100",,"11-08-2024","Y","2701662",,,,"18:39","INIT","EPA:1633_PFAS_40a",,"N","Y",,,,"N",,,,,,,,,"1.00","1621920.571",,,"N",,,"UF",,"18323113",,,,,,,,,,,,,,"1205911855","1.55","GELC","Perfluorobutane sulfonic acid (PFBS)","Standard","10-29-2024",,"11-26-2024",,"2.76","692469013",,"ng/L","03-11-2025 09:10:39",,,,,"N",,,,"SWA-2",,,"LCMS/MS","0.516",,"1773679.027","2.76","ORGANIC","375-73-5",,,,,"11-08-2024","EPA:1633","07:06",,,,,,"316","ng/L",,,,,,,"0.516",,,"TRG","NA",,"N","692469","ft","5.62",,"2701659",,,,,,"3.12",,,"SWA-2-6 Oct MY25 Q1",,,"PP","16499","ASER-Watershed","N3B-2025-260.txt",,,,,,,,,"11-26-2024 15:03:58","Y","hwestbrook","11-26-2024 11:54:00","V2","NQ","NQ",,"VAL",,,,"11-26-2024",,
"N3B","N","CASA-25-340618","SWA-2-6","10-24-2024","Perfluoroheptanoic acid","4.33","ng/L",,"Y","W","REG","WG","11:06","INV","35.874748600000","-106.312434100000","N",,"W","N3B-2025-260","EPA:1633","1.74","100",,"11-08-2024","Y","2701662",,,,"18:39","INIT","EPA:1633_PFAS_40a",,"N","Y",,,,"N",,,,,,,,,"1.00","1621920.571",,,"N",,,"UF",,"18323114",,,,,,,,,,,,,,"1205911855","1.74","GELC","Perfluoroheptanoic acid (PFHpA)","Standard","10-29-2024",,"11-26-2024",,"4.33","692469013",,"ng/L","03-11-2025 09:10:39",,,,,"N",,,,"SWA-2",,,"LCMS/MS","0.581",,"1773679.027","4.33","ORGANIC","375-85-9",,,,,"11-08-2024","EPA:1633","07:06",,,,,,"497","ng/L",,,,,,,"0.581",,,"TRG","NA",,"N","692469","ft","5.62",,"2701659",,,,,,"3.12",,,"SWA-2-6 Oct MY25 Q1",,,"PP","16499","ASER-Watershed","N3B-2025-260.txt",,,,,,,,,"11-26-2024 15:03:58","Y","hwestbrook","11-26-2024 11:54:00","V2","NQ","NQ",,"VAL",,,,"11-26-2024",,
